Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price
dummy-product-652,Dummy Product 652,<p>This is a description for Dummy Product 652.</p>,Vendor 7,Type 4,"tag652,sample",TRUE,Size,Large,SKU0652,11,95.48,109.27
dummy-product-653,Dummy Product 653,<p>This is a description for Dummy Product 653.</p>,Vendor 7,Type 4,"tag653,sample",TRUE,Size,Small,SKU0653,59,60.95,101.58
dummy-product-654,Dummy Product 654,<p>This is a description for Dummy Product 654.</p>,Vendor 7,Type 4,"tag654,sample",TRUE,Size,Large,SKU0654,37,51.20,111.86
dummy-product-655,Dummy Product 655,<p>This is a description for Dummy Product 655.</p>,Vendor 7,Type 4,"tag655,sample",TRUE,Size,Small,SKU0655,68,22.58,112.74
dummy-product-656,Dummy Product 656,<p>This is a description for Dummy Product 656.</p>,Vendor 7,Type 4,"tag656,sample",TRUE,Size,Large,SKU0656,31,46.97,112.40
dummy-product-657,Dummy Product 657,<p>This is a description for Dummy Product 657.</p>,Vendor 7,Type 4,"tag657,sample",TRUE,Size,Small,SKU0657,88,98.58,117.10
dummy-product-658,Dummy Product 658,<p>This is a description for Dummy Product 658.</p>,Vendor 7,Type 4,"tag658,sample",TRUE,Size,Large,SKU0658,69,81.17,111.44
dummy-product-659,Dummy Product 659,<p>This is a description for Dummy Product 659.</p>,Vendor 7,Type 4,"tag659,sample",TRUE,Size,Small,SKU0659,91,33.18,117.65
dummy-product-660,Dummy Product 660,<p>This is a description for Dummy Product 660.</p>,Vendor 7,Type 4,"tag660,sample",TRUE,Size,Large,SKU0660,20,67.57,116.85
dummy-product-661,Dummy Product 661,<p>This is a description for Dummy Product 661.</p>,Vendor 7,Type 4,"tag661,sample",TRUE,Size,Small,SKU0661,45,23.52,113.53
dummy-product-662,Dummy Product 662,<p>This is a description for Dummy Product 662.</p>,Vendor 7,Type 4,"tag662,sample",TRUE,Size,Large,SKU0662,44,40.04,110.54
dummy-product-663,Dummy Product 663,<p>This is a description for Dummy Product 663.</p>,Vendor 7,Type 4,"tag663,sample",TRUE,Size,Small,SKU0663,26,85.97,108.31
dummy-product-664,Dummy Product 664,<p>This is a description for Dummy Product 664.</p>,Vendor 7,Type 4,"tag664,sample",TRUE,Size,Large,SKU0664,48,13.48,108.56
dummy-product-665,Dummy Product 665,<p>This is a description for Dummy Product 665.</p>,Vendor 7,Type 4,"tag665,sample",TRUE,Size,Small,SKU0665,43,48.15,113.68
dummy-product-666,Dummy Product 666,<p>This is a description for Dummy Product 666.</p>,Vendor 7,Type 4,"tag666,sample",TRUE,Size,Large,SKU0666,52,54.67,107.64
dummy-product-667,Dummy Product 667,<p>This is a description for Dummy Product 667.</p>,Vendor 7,Type 4,"tag667,sample",TRUE,Size,Small,SKU0667,39,0.56,101.51
dummy-product-668,Dummy Product 668,<p>This is a description for Dummy Product 668.</p>,Vendor 7,Type 4,"tag668,sample",TRUE,Size,Large,SKU0668,38,22.40,107.92
dummy-product-669,Dummy Product 669,<p>This is a description for Dummy Product 669.</p>,Vendor 7,Type 4,"tag669,sample",TRUE,Size,Small,SKU0669,63,26.59,115.79
dummy-product-670,Dummy Product 670,<p>This is a description for Dummy Product 670.</p>,Vendor 7,Type 4,"tag670,sample",TRUE,Size,Large,SKU0670,70,78.97,106.24
dummy-product-671,Dummy Product 671,<p>This is a description for Dummy Product 671.</p>,Vendor 7,Type 4,"tag671,sample",TRUE,Size,Small,SKU0671,6,8.27,102.39
dummy-product-672,Dummy Product 672,<p>This is a description for Dummy Product 672.</p>,Vendor 7,Type 4,"tag672,sample",TRUE,Size,Large,SKU0672,72,12.21,112.34
dummy-product-673,Dummy Product 673,<p>This is a description for Dummy Product 673.</p>,Vendor 7,Type 4,"tag673,sample",TRUE,Size,Small,SKU0673,72,97.53,110.25
dummy-product-674,Dummy Product 674,<p>This is a description for Dummy Product 674.</p>,Vendor 7,Type 4,"tag674,sample",TRUE,Size,Large,SKU0674,13,26.61,115.57
dummy-product-675,Dummy Product 675,<p>This is a description for Dummy Product 675.</p>,Vendor 7,Type 4,"tag675,sample",TRUE,Size,Small,SKU0675,81,24.51,116.22
dummy-product-676,Dummy Product 676,<p>This is a description for Dummy Product 676.</p>,Vendor 7,Type 4,"tag676,sample",TRUE,Size,Large,SKU0676,65,84.54,114.02
dummy-product-677,Dummy Product 677,<p>This is a description for Dummy Product 677.</p>,Vendor 7,Type 4,"tag677,sample",TRUE,Size,Small,SKU0677,39,60.51,101.85
dummy-product-678,Dummy Product 678,<p>This is a description for Dummy Product 678.</p>,Vendor 7,Type 4,"tag678,sample",TRUE,Size,Large,SKU0678,44,33.81,115.93
dummy-product-679,Dummy Product 679,<p>This is a description for Dummy Product 679.</p>,Vendor 7,Type 4,"tag679,sample",TRUE,Size,Small,SKU0679,15,53.97,111.68
dummy-product-680,Dummy Product 680,<p>This is a description for Dummy Product 680.</p>,Vendor 7,Type 4,"tag680,sample",TRUE,Size,Large,SKU0680,82,52.20,106.00
dummy-product-681,Dummy Product 681,<p>This is a description for Dummy Product 681.</p>,Vendor 7,Type 4,"tag681,sample",TRUE,Size,Small,SKU0681,48,20.09,119.13
dummy-product-682,Dummy Product 682,<p>This is a description for Dummy Product 682.</p>,Vendor 7,Type 4,"tag682,sample",TRUE,Size,Large,SKU0682,58,96.96,108.36
dummy-product-683,Dummy Product 683,<p>This is a description for Dummy Product 683.</p>,Vendor 7,Type 4,"tag683,sample",TRUE,Size,Small,SKU0683,92,97.26,108.47
dummy-product-684,Dummy Product 684,<p>This is a description for Dummy Product 684.</p>,Vendor 7,Type 4,"tag684,sample",TRUE,Size,Large,SKU0684,45,19.98,118.80
dummy-product-685,Dummy Product 685,<p>This is a description for Dummy Product 685.</p>,Vendor 7,Type 4,"tag685,sample",TRUE,Size,Small,SKU0685,84,7.99,112.92
dummy-product-686,Dummy Product 686,<p>This is a description for Dummy Product 686.</p>,Vendor 7,Type 4,"tag686,sample",TRUE,Size,Large,SKU0686,28,58.19,106.30
dummy-product-687,Dummy Product 687,<p>This is a description for Dummy Product 687.</p>,Vendor 7,Type 4,"tag687,sample",TRUE,Size,Small,SKU0687,69,13.63,117.61
dummy-product-688,Dummy Product 688,<p>This is a description for Dummy Product 688.</p>,Vendor 7,Type 4,"tag688,sample",TRUE,Size,Large,SKU0688,53,32.04,101.08
dummy-product-689,Dummy Product 689,<p>This is a description for Dummy Product 689.</p>,Vendor 7,Type 4,"tag689,sample",TRUE,Size,Small,SKU0689,57,76.87,102.11
dummy-product-690,Dummy Product 690,<p>This is a description for Dummy Product 690.</p>,Vendor 7,Type 4,"tag690,sample",TRUE,Size,Large,SKU0690,50,67.66,119.88
dummy-product-691,Dummy Product 691,<p>This is a description for Dummy Product 691.</p>,Vendor 7,Type 4,"tag691,sample",TRUE,Size,Small,SKU0691,78,15.44,117.44
dummy-product-692,Dummy Product 692,<p>This is a description for Dummy Product 692.</p>,Vendor 7,Type 4,"tag692,sample",TRUE,Size,Large,SKU0692,15,49.40,106.54
dummy-product-693,Dummy Product 693,<p>This is a description for Dummy Product 693.</p>,Vendor 7,Type 4,"tag693,sample",TRUE,Size,Small,SKU0693,68,74.98,107.91
dummy-product-694,Dummy Product 694,<p>This is a description for Dummy Product 694.</p>,Vendor 7,Type 4,"tag694,sample",TRUE,Size,Large,SKU0694,86,65.99,108.11
dummy-product-695,Dummy Product 695,<p>This is a description for Dummy Product 695.</p>,Vendor 7,Type 4,"tag695,sample",TRUE,Size,Small,SKU0695,6,6.23,117.94
dummy-product-696,Dummy Product 696,<p>This is a description for Dummy Product 696.</p>,Vendor 7,Type 4,"tag696,sample",TRUE,Size,Large,SKU0696,2,1.46,100.79
dummy-product-697,Dummy Product 697,<p>This is a description for Dummy Product 697.</p>,Vendor 7,Type 4,"tag697,sample",TRUE,Size,Small,SKU0697,72,15.92,105.79
dummy-product-698,Dummy Product 698,<p>This is a description for Dummy Product 698.</p>,Vendor 7,Type 4,"tag698,sample",TRUE,Size,Large,SKU0698,26,34.41,105.02
dummy-product-699,Dummy Product 699,<p>This is a description for Dummy Product 699.</p>,Vendor 7,Type 4,"tag699,sample",TRUE,Size,Small,SKU0699,1,13.07,100.37
dummy-product-700,Dummy Product 700,<p>This is a description for Dummy Product 700.</p>,Vendor 7,Type 4,"tag700,sample",TRUE,Size,Large,SKU0700,60,26.75,116.22
dummy-product-701,Dummy Product 701,<p>This is a description for Dummy Product 701.</p>,Vendor 8,Type 4,"tag701,sample",TRUE,Size,Small,SKU0701,36,24.50,117.15
dummy-product-702,Dummy Product 702,<p>This is a description for Dummy Product 702.</p>,Vendor 8,Type 4,"tag702,sample",TRUE,Size,Large,SKU0702,98,90.87,110.40
dummy-product-703,Dummy Product 703,<p>This is a description for Dummy Product 703.</p>,Vendor 8,Type 4,"tag703,sample",TRUE,Size,Small,SKU0703,34,91.66,102.12
dummy-product-704,Dummy Product 704,<p>This is a description for Dummy Product 704.</p>,Vendor 8,Type 4,"tag704,sample",TRUE,Size,Large,SKU0704,1,76.48,110.84
dummy-product-705,Dummy Product 705,<p>This is a description for Dummy Product 705.</p>,Vendor 8,Type 4,"tag705,sample",TRUE,Size,Small,SKU0705,31,18.33,119.97
dummy-product-706,Dummy Product 706,<p>This is a description for Dummy Product 706.</p>,Vendor 8,Type 4,"tag706,sample",TRUE,Size,Large,SKU0706,31,88.91,113.47
dummy-product-707,Dummy Product 707,<p>This is a description for Dummy Product 707.</p>,Vendor 8,Type 4,"tag707,sample",TRUE,Size,Small,SKU0707,74,36.47,105.41
dummy-product-708,Dummy Product 708,<p>This is a description for Dummy Product 708.</p>,Vendor 8,Type 4,"tag708,sample",TRUE,Size,Large,SKU0708,0,27.52,108.37
dummy-product-709,Dummy Product 709,<p>This is a description for Dummy Product 709.</p>,Vendor 8,Type 4,"tag709,sample",TRUE,Size,Small,SKU0709,10,72.96,102.57
dummy-product-710,Dummy Product 710,<p>This is a description for Dummy Product 710.</p>,Vendor 8,Type 4,"tag710,sample",TRUE,Size,Large,SKU0710,92,79.08,117.96
dummy-product-711,Dummy Product 711,<p>This is a description for Dummy Product 711.</p>,Vendor 8,Type 4,"tag711,sample",TRUE,Size,Small,SKU0711,36,30.53,119.71
dummy-product-712,Dummy Product 712,<p>This is a description for Dummy Product 712.</p>,Vendor 8,Type 4,"tag712,sample",TRUE,Size,Large,SKU0712,99,38.91,101.35
dummy-product-713,Dummy Product 713,<p>This is a description for Dummy Product 713.</p>,Vendor 8,Type 4,"tag713,sample",TRUE,Size,Small,SKU0713,1,29.84,102.73
dummy-product-714,Dummy Product 714,<p>This is a description for Dummy Product 714.</p>,Vendor 8,Type 4,"tag714,sample",TRUE,Size,Large,SKU0714,22,74.51,112.68
dummy-product-715,Dummy Product 715,<p>This is a description for Dummy Product 715.</p>,Vendor 8,Type 4,"tag715,sample",TRUE,Size,Small,SKU0715,74,96.89,118.05
dummy-product-716,Dummy Product 716,<p>This is a description for Dummy Product 716.</p>,Vendor 8,Type 4,"tag716,sample",TRUE,Size,Large,SKU0716,34,66.70,113.71
dummy-product-717,Dummy Product 717,<p>This is a description for Dummy Product 717.</p>,Vendor 8,Type 4,"tag717,sample",TRUE,Size,Small,SKU0717,33,5.16,116.46
dummy-product-718,Dummy Product 718,<p>This is a description for Dummy Product 718.</p>,Vendor 8,Type 4,"tag718,sample",TRUE,Size,Large,SKU0718,91,10.57,114.72
dummy-product-719,Dummy Product 719,<p>This is a description for Dummy Product 719.</p>,Vendor 8,Type 4,"tag719,sample",TRUE,Size,Small,SKU0719,64,38.87,104.96
dummy-product-720,Dummy Product 720,<p>This is a description for Dummy Product 720.</p>,Vendor 8,Type 4,"tag720,sample",TRUE,Size,Large,SKU0720,11,32.85,106.01
dummy-product-721,Dummy Product 721,<p>This is a description for Dummy Product 721.</p>,Vendor 8,Type 4,"tag721,sample",TRUE,Size,Small,SKU0721,16,9.86,104.81
dummy-product-722,Dummy Product 722,<p>This is a description for Dummy Product 722.</p>,Vendor 8,Type 4,"tag722,sample",TRUE,Size,Large,SKU0722,70,77.32,104.44
dummy-product-723,Dummy Product 723,<p>This is a description for Dummy Product 723.</p>,Vendor 8,Type 4,"tag723,sample",TRUE,Size,Small,SKU0723,15,79.08,107.33
dummy-product-724,Dummy Product 724,<p>This is a description for Dummy Product 724.</p>,Vendor 8,Type 4,"tag724,sample",TRUE,Size,Large,SKU0724,11,13.50,100.45
dummy-product-725,Dummy Product 725,<p>This is a description for Dummy Product 725.</p>,Vendor 8,Type 4,"tag725,sample",TRUE,Size,Small,SKU0725,65,37.66,119.44
dummy-product-726,Dummy Product 726,<p>This is a description for Dummy Product 726.</p>,Vendor 8,Type 4,"tag726,sample",TRUE,Size,Large,SKU0726,56,66.05,118.56
dummy-product-727,Dummy Product 727,<p>This is a description for Dummy Product 727.</p>,Vendor 8,Type 4,"tag727,sample",TRUE,Size,Small,SKU0727,82,80.26,111.60
dummy-product-728,Dummy Product 728,<p>This is a description for Dummy Product 728.</p>,Vendor 8,Type 4,"tag728,sample",TRUE,Size,Large,SKU0728,7,43.17,114.01
dummy-product-729,Dummy Product 729,<p>This is a description for Dummy Product 729.</p>,Vendor 8,Type 4,"tag729,sample",TRUE,Size,Small,SKU0729,27,79.91,119.91
dummy-product-730,Dummy Product 730,<p>This is a description for Dummy Product 730.</p>,Vendor 8,Type 4,"tag730,sample",TRUE,Size,Large,SKU0730,47,72.90,118.51
dummy-product-731,Dummy Product 731,<p>This is a description for Dummy Product 731.</p>,Vendor 8,Type 4,"tag731,sample",TRUE,Size,Small,SKU0731,54,48.39,105.94
dummy-product-732,Dummy Product 732,<p>This is a description for Dummy Product 732.</p>,Vendor 8,Type 4,"tag732,sample",TRUE,Size,Large,SKU0732,47,52.28,110.10
dummy-product-733,Dummy Product 733,<p>This is a description for Dummy Product 733.</p>,Vendor 8,Type 4,"tag733,sample",TRUE,Size,Small,SKU0733,0,34.71,116.19
dummy-product-734,Dummy Product 734,<p>This is a description for Dummy Product 734.</p>,Vendor 8,Type 4,"tag734,sample",TRUE,Size,Large,SKU0734,56,35.12,110.21
dummy-product-735,Dummy Product 735,<p>This is a description for Dummy Product 735.</p>,Vendor 8,Type 4,"tag735,sample",TRUE,Size,Small,SKU0735,97,82.94,102.21
dummy-product-736,Dummy Product 736,<p>This is a description for Dummy Product 736.</p>,Vendor 8,Type 4,"tag736,sample",TRUE,Size,Large,SKU0736,84,38.83,108.94
dummy-product-737,Dummy Product 737,<p>This is a description for Dummy Product 737.</p>,Vendor 8,Type 4,"tag737,sample",TRUE,Size,Small,SKU0737,38,14.04,111.30
dummy-product-738,Dummy Product 738,<p>This is a description for Dummy Product 738.</p>,Vendor 8,Type 4,"tag738,sample",TRUE,Size,Large,SKU0738,25,38.01,103.82
dummy-product-739,Dummy Product 739,<p>This is a description for Dummy Product 739.</p>,Vendor 8,Type 4,"tag739,sample",TRUE,Size,Small,SKU0739,30,56.16,107.68
dummy-product-740,Dummy Product 740,<p>This is a description for Dummy Product 740.</p>,Vendor 8,Type 4,"tag740,sample",TRUE,Size,Large,SKU0740,52,54.75,108.91
dummy-product-741,Dummy Product 741,<p>This is a description for Dummy Product 741.</p>,Vendor 8,Type 4,"tag741,sample",TRUE,Size,Small,SKU0741,48,26.14,117.34
dummy-product-742,Dummy Product 742,<p>This is a description for Dummy Product 742.</p>,Vendor 8,Type 4,"tag742,sample",TRUE,Size,Large,SKU0742,83,1.84,106.43
dummy-product-743,Dummy Product 743,<p>This is a description for Dummy Product 743.</p>,Vendor 8,Type 4,"tag743,sample",TRUE,Size,Small,SKU0743,20,12.39,100.93
dummy-product-744,Dummy Product 744,<p>This is a description for Dummy Product 744.</p>,Vendor 8,Type 4,"tag744,sample",TRUE,Size,Large,SKU0744,42,20.33,100.53
dummy-product-745,Dummy Product 745,<p>This is a description for Dummy Product 745.</p>,Vendor 8,Type 4,"tag745,sample",TRUE,Size,Small,SKU0745,10,44.29,112.51
dummy-product-746,Dummy Product 746,<p>This is a description for Dummy Product 746.</p>,Vendor 8,Type 4,"tag746,sample",TRUE,Size,Large,SKU0746,46,4.05,107.51
dummy-product-747,Dummy Product 747,<p>This is a description for Dummy Product 747.</p>,Vendor 8,Type 4,"tag747,sample",TRUE,Size,Small,SKU0747,89,16.43,117.05
dummy-product-748,Dummy Product 748,<p>This is a description for Dummy Product 748.</p>,Vendor 8,Type 4,"tag748,sample",TRUE,Size,Large,SKU0748,34,35.67,114.46
dummy-product-749,Dummy Product 749,<p>This is a description for Dummy Product 749.</p>,Vendor 8,Type 4,"tag749,sample",TRUE,Size,Small,SKU0749,13,32.83,117.65
dummy-product-750,Dummy Product 750,<p>This is a description for Dummy Product 750.</p>,Vendor 8,Type 4,"tag750,sample",TRUE,Size,Large,SKU0750,81,27.38,101.24
dummy-product-751,Dummy Product 751,<p>This is a description for Dummy Product 751.</p>,Vendor 8,Type 4,"tag751,sample",TRUE,Size,Small,SKU0751,0,14.83,113.53
dummy-product-752,Dummy Product 752,<p>This is a description for Dummy Product 752.</p>,Vendor 8,Type 4,"tag752,sample",TRUE,Size,Large,SKU0752,26,0.16,106.15
dummy-product-753,Dummy Product 753,<p>This is a description for Dummy Product 753.</p>,Vendor 8,Type 4,"tag753,sample",TRUE,Size,Small,SKU0753,67,81.99,106.93
dummy-product-754,Dummy Product 754,<p>This is a description for Dummy Product 754.</p>,Vendor 8,Type 4,"tag754,sample",TRUE,Size,Large,SKU0754,30,89.90,116.73
dummy-product-755,Dummy Product 755,<p>This is a description for Dummy Product 755.</p>,Vendor 8,Type 4,"tag755,sample",TRUE,Size,Small,SKU0755,70,29.59,101.39
dummy-product-756,Dummy Product 756,<p>This is a description for Dummy Product 756.</p>,Vendor 8,Type 4,"tag756,sample",TRUE,Size,Large,SKU0756,98,66.06,115.00
dummy-product-757,Dummy Product 757,<p>This is a description for Dummy Product 757.</p>,Vendor 8,Type 4,"tag757,sample",TRUE,Size,Small,SKU0757,79,0.33,105.35
dummy-product-758,Dummy Product 758,<p>This is a description for Dummy Product 758.</p>,Vendor 8,Type 4,"tag758,sample",TRUE,Size,Large,SKU0758,68,71.99,119.89
dummy-product-759,Dummy Product 759,<p>This is a description for Dummy Product 759.</p>,Vendor 8,Type 4,"tag759,sample",TRUE,Size,Small,SKU0759,6,32.98,103.10
dummy-product-760,Dummy Product 760,<p>This is a description for Dummy Product 760.</p>,Vendor 8,Type 4,"tag760,sample",TRUE,Size,Large,SKU0760,92,89.19,108.21
dummy-product-761,Dummy Product 761,<p>This is a description for Dummy Product 761.</p>,Vendor 8,Type 4,"tag761,sample",TRUE,Size,Small,SKU0761,91,91.53,115.54
dummy-product-762,Dummy Product 762,<p>This is a description for Dummy Product 762.</p>,Vendor 8,Type 4,"tag762,sample",TRUE,Size,Large,SKU0762,60,66.09,115.42
dummy-product-763,Dummy Product 763,<p>This is a description for Dummy Product 763.</p>,Vendor 8,Type 4,"tag763,sample",TRUE,Size,Small,SKU0763,80,20.35,119.67
dummy-product-764,Dummy Product 764,<p>This is a description for Dummy Product 764.</p>,Vendor 8,Type 4,"tag764,sample",TRUE,Size,Large,SKU0764,37,16.03,103.41
dummy-product-765,Dummy Product 765,<p>This is a description for Dummy Product 765.</p>,Vendor 8,Type 4,"tag765,sample",TRUE,Size,Small,SKU0765,10,87.64,108.97
dummy-product-766,Dummy Product 766,<p>This is a description for Dummy Product 766.</p>,Vendor 8,Type 4,"tag766,sample",TRUE,Size,Large,SKU0766,40,1.35,113.21
dummy-product-767,Dummy Product 767,<p>This is a description for Dummy Product 767.</p>,Vendor 8,Type 4,"tag767,sample",TRUE,Size,Small,SKU0767,82,13.06,118.79
dummy-product-768,Dummy Product 768,<p>This is a description for Dummy Product 768.</p>,Vendor 8,Type 4,"tag768,sample",TRUE,Size,Large,SKU0768,49,86.99,101.36
dummy-product-769,Dummy Product 769,<p>This is a description for Dummy Product 769.</p>,Vendor 8,Type 4,"tag769,sample",TRUE,Size,Small,SKU0769,71,5.71,102.50
dummy-product-770,Dummy Product 770,<p>This is a description for Dummy Product 770.</p>,Vendor 8,Type 4,"tag770,sample",TRUE,Size,Large,SKU0770,74,67.44,117.10
dummy-product-771,Dummy Product 771,<p>This is a description for Dummy Product 771.</p>,Vendor 8,Type 4,"tag771,sample",TRUE,Size,Small,SKU0771,53,44.45,112.21
dummy-product-772,Dummy Product 772,<p>This is a description for Dummy Product 772.</p>,Vendor 8,Type 4,"tag772,sample",TRUE,Size,Large,SKU0772,52,50.19,117.70
dummy-product-773,Dummy Product 773,<p>This is a description for Dummy Product 773.</p>,Vendor 8,Type 4,"tag773,sample",TRUE,Size,Small,SKU0773,77,42.69,117.02
dummy-product-774,Dummy Product 774,<p>This is a description for Dummy Product 774.</p>,Vendor 8,Type 4,"tag774,sample",TRUE,Size,Large,SKU0774,81,90.12,114.52
dummy-product-775,Dummy Product 775,<p>This is a description for Dummy Product 775.</p>,Vendor 8,Type 4,"tag775,sample",TRUE,Size,Small,SKU0775,38,55.13,117.06
dummy-product-776,Dummy Product 776,<p>This is a description for Dummy Product 776.</p>,Vendor 8,Type 4,"tag776,sample",TRUE,Size,Large,SKU0776,86,55.84,106.20
dummy-product-777,Dummy Product 777,<p>This is a description for Dummy Product 777.</p>,Vendor 8,Type 4,"tag777,sample",TRUE,Size,Small,SKU0777,91,2.56,115.90
dummy-product-778,Dummy Product 778,<p>This is a description for Dummy Product 778.</p>,Vendor 8,Type 4,"tag778,sample",TRUE,Size,Large,SKU0778,9,63.24,102.20
dummy-product-779,Dummy Product 779,<p>This is a description for Dummy Product 779.</p>,Vendor 8,Type 4,"tag779,sample",TRUE,Size,Small,SKU0779,48,88.12,109.48
dummy-product-780,Dummy Product 780,<p>This is a description for Dummy Product 780.</p>,Vendor 8,Type 4,"tag780,sample",TRUE,Size,Large,SKU0780,24,87.96,107.02
dummy-product-781,Dummy Product 781,<p>This is a description for Dummy Product 781.</p>,Vendor 8,Type 4,"tag781,sample",TRUE,Size,Small,SKU0781,81,22.08,113.96
dummy-product-782,Dummy Product 782,<p>This is a description for Dummy Product 782.</p>,Vendor 8,Type 4,"tag782,sample",TRUE,Size,Large,SKU0782,26,93.36,116.51
dummy-product-783,Dummy Product 783,<p>This is a description for Dummy Product 783.</p>,Vendor 8,Type 4,"tag783,sample",TRUE,Size,Small,SKU0783,69,51.41,112.28
dummy-product-784,Dummy Product 784,<p>This is a description for Dummy Product 784.</p>,Vendor 8,Type 4,"tag784,sample",TRUE,Size,Large,SKU0784,73,80.24,116.04
dummy-product-785,Dummy Product 785,<p>This is a description for Dummy Product 785.</p>,Vendor 8,Type 4,"tag785,sample",TRUE,Size,Small,SKU0785,13,74.57,114.83
dummy-product-786,Dummy Product 786,<p>This is a description for Dummy Product 786.</p>,Vendor 8,Type 4,"tag786,sample",TRUE,Size,Large,SKU0786,64,36.29,110.00
dummy-product-787,Dummy Product 787,<p>This is a description for Dummy Product 787.</p>,Vendor 8,Type 4,"tag787,sample",TRUE,Size,Small,SKU0787,48,89.20,110.75
dummy-product-788,Dummy Product 788,<p>This is a description for Dummy Product 788.</p>,Vendor 8,Type 4,"tag788,sample",TRUE,Size,Large,SKU0788,92,36.47,113.42
dummy-product-789,Dummy Product 789,<p>This is a description for Dummy Product 789.</p>,Vendor 8,Type 4,"tag789,sample",TRUE,Size,Small,SKU0789,94,88.97,103.68
dummy-product-790,Dummy Product 790,<p>This is a description for Dummy Product 790.</p>,Vendor 8,Type 4,"tag790,sample",TRUE,Size,Large,SKU0790,84,62.13,105.64
dummy-product-791,Dummy Product 791,<p>This is a description for Dummy Product 791.</p>,Vendor 8,Type 4,"tag791,sample",TRUE,Size,Small,SKU0791,28,59.17,112.71
dummy-product-792,Dummy Product 792,<p>This is a description for Dummy Product 792.</p>,Vendor 8,Type 4,"tag792,sample",TRUE,Size,Large,SKU0792,84,84.96,102.63
dummy-product-793,Dummy Product 793,<p>This is a description for Dummy Product 793.</p>,Vendor 8,Type 4,"tag793,sample",TRUE,Size,Small,SKU0793,6,16.62,109.94
dummy-product-794,Dummy Product 794,<p>This is a description for Dummy Product 794.</p>,Vendor 8,Type 4,"tag794,sample",TRUE,Size,Large,SKU0794,96,98.91,108.41
dummy-product-795,Dummy Product 795,<p>This is a description for Dummy Product 795.</p>,Vendor 8,Type 4,"tag795,sample",TRUE,Size,Small,SKU0795,68,33.79,102.94
dummy-product-796,Dummy Product 796,<p>This is a description for Dummy Product 796.</p>,Vendor 8,Type 4,"tag796,sample",TRUE,Size,Large,SKU0796,93,32.70,117.96
dummy-product-797,Dummy Product 797,<p>This is a description for Dummy Product 797.</p>,Vendor 8,Type 4,"tag797,sample",TRUE,Size,Small,SKU0797,61,89.67,112.83
dummy-product-798,Dummy Product 798,<p>This is a description for Dummy Product 798.</p>,Vendor 8,Type 4,"tag798,sample",TRUE,Size,Large,SKU0798,15,9.93,119.81
dummy-product-799,Dummy Product 799,<p>This is a description for Dummy Product 799.</p>,Vendor 8,Type 4,"tag799,sample",TRUE,Size,Small,SKU0799,55,95.70,114.03
dummy-product-800,Dummy Product 800,<p>This is a description for Dummy Product 800.</p>,Vendor 8,Type 4,"tag800,sample",TRUE,Size,Large,SKU0800,94,91.08,116.33
dummy-product-801,Dummy Product 801,<p>This is a description for Dummy Product 801.</p>,Vendor 9,Type 5,"tag801,sample",TRUE,Size,Small,SKU0801,37,9.11,109.36
dummy-product-802,Dummy Product 802,<p>This is a description for Dummy Product 802.</p>,Vendor 9,Type 5,"tag802,sample",TRUE,Size,Large,SKU0802,98,93.59,118.52
dummy-product-803,Dummy Product 803,<p>This is a description for Dummy Product 803.</p>,Vendor 9,Type 5,"tag803,sample",TRUE,Size,Small,SKU0803,44,45.75,117.91
dummy-product-804,Dummy Product 804,<p>This is a description for Dummy Product 804.</p>,Vendor 9,Type 5,"tag804,sample",TRUE,Size,Large,SKU0804,58,32.93,106.10
dummy-product-805,Dummy Product 805,<p>This is a description for Dummy Product 805.</p>,Vendor 9,Type 5,"tag805,sample",TRUE,Size,Small,SKU0805,58,67.28,103.27
dummy-product-806,Dummy Product 806,<p>This is a description for Dummy Product 806.</p>,Vendor 9,Type 5,"tag806,sample",TRUE,Size,Large,SKU0806,41,29.75,101.07
dummy-product-807,Dummy Product 807,<p>This is a description for Dummy Product 807.</p>,Vendor 9,Type 5,"tag807,sample",TRUE,Size,Small,SKU0807,1,24.11,105.60
dummy-product-808,Dummy Product 808,<p>This is a description for Dummy Product 808.</p>,Vendor 9,Type 5,"tag808,sample",TRUE,Size,Large,SKU0808,60,1.30,101.25
dummy-product-809,Dummy Product 809,<p>This is a description for Dummy Product 809.</p>,Vendor 9,Type 5,"tag809,sample",TRUE,Size,Small,SKU0809,6,21.93,118.91
dummy-product-810,Dummy Product 810,<p>This is a description for Dummy Product 810.</p>,Vendor 9,Type 5,"tag810,sample",TRUE,Size,Large,SKU0810,30,6.92,104.64
dummy-product-811,Dummy Product 811,<p>This is a description for Dummy Product 811.</p>,Vendor 9,Type 5,"tag811,sample",TRUE,Size,Small,SKU0811,71,69.21,113.03
dummy-product-812,Dummy Product 812,<p>This is a description for Dummy Product 812.</p>,Vendor 9,Type 5,"tag812,sample",TRUE,Size,Large,SKU0812,16,46.24,113.57
dummy-product-813,Dummy Product 813,<p>This is a description for Dummy Product 813.</p>,Vendor 9,Type 5,"tag813,sample",TRUE,Size,Small,SKU0813,48,93.89,113.23
dummy-product-814,Dummy Product 814,<p>This is a description for Dummy Product 814.</p>,Vendor 9,Type 5,"tag814,sample",TRUE,Size,Large,SKU0814,81,80.68,103.93
